Date,Pricing_Window,Window_Number,Station_ID,Region,Product,Day_of_Week,Is_Weekend,Month_Number,Pump_Price,NPA_Price_Floor,Price_Premium,Volume_Sold,Revenue_GHS,Margin_Contribution,Comp_Min,Comp_Mean,Comp_Max,Comp_Gap,Comp_Available,Days_Since_Window_Start,Regulatory_Period,Below_Floor_Flag,Price_Imputed,Volume_Imputed,Comp_Imputed
2025-01-01,2025JanW1,9,BDR,Greater Accra,AGO,Wednesday,0,1,14.95,12.82,2.13,2812.3800000000047,42045.08,5990.37,13.96,13.96,14.32,0.99,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,KP5,Greater Accra,PMS,Wednesday,0,1,12.409999999999998,11.95,0.46,3655.179999999935,45360.78,1681.38,12.86,13.26,13.55,-0.85,0.0,1,0,0,1,0,1
2025-01-01,2025JanW1,9,KP5,Greater Accra,AGO,Wednesday,0,1,13.64,12.82,0.82,2360.8000000000466,32201.31,1935.86,13.3,13.69,13.92,-0.05,0.0,1,0,0,1,0,1
2025-01-01,2025JanW1,9,BKR,Upper East,PMS,Wednesday,0,1,14.3,11.95,2.35,2520.2900000000373,36040.15,5922.68,13.17,13.46,13.64,0.84,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,BKR,Upper East,AGO,Wednesday,0,1,14.95,12.82,2.13,2248.45000000007,33614.33,4789.2,13.52,13.84,14.07,1.11,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,DRB,Bono,PMS,Wednesday,0,1,14.3,11.95,2.35,2634.119999999879,37667.92,6190.18,12.85,12.94,13.07,1.36,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,DRB,Bono,AGO,Wednesday,0,1,14.95,12.82,2.13,2900.5500000000466,43363.22,6178.17,14.13,14.13,14.62,0.82,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,GBT,Greater Accra,PMS,Wednesday,0,1,14.35,11.95,2.4,2841.539999999921,40776.1,6819.7,12.98,13.0,13.08,1.35,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,GBT,Greater Accra,AGO,Wednesday,0,1,14.95,12.82,2.13,960.4900000001535,14359.33,2045.84,13.49,13.57,13.68,1.38,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,GGD,Upper East,PMS,Wednesday,0,1,14.55,11.95,2.6,2378.899999999907,34612.99,6185.14,13.02,13.35,13.4,1.2,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,GGD,Upper East,AGO,Wednesday,0,1,14.95,12.82,2.13,2144.5400000000045,32060.87,4567.87,13.36,13.72,14.09,1.23,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,MKS,Central,PMS,Wednesday,0,1,12.77,11.95,0.82,2005.3299999999954,25608.06,1644.37,12.43,12.76,13.19,0.01,0.0,1,0,0,1,0,1
2025-01-01,2025JanW1,9,MKS,Central,AGO,Wednesday,0,1,13.82,12.82,1.0,3274.5999999999767,45254.97,3274.6,13.69,13.74,14.1,0.08,0.0,1,0,0,1,0,1
2025-01-01,2025JanW1,9,TNA,Savannah,PMS,Wednesday,0,1,12.98,11.95,1.03,2422.7400000001026,31447.17,2495.42,12.79,13.02,13.22,-0.04,0.0,1,0,0,1,0,1
2025-01-01,2025JanW1,9,TNA,Savannah,AGO,Wednesday,0,1,13.65,12.82,0.83,2687.2399999998975,36680.83,2230.41,13.83,13.86,13.87,-0.21,0.0,1,0,0,1,0,1
2025-01-01,2025JanW1,9,LPZ,Greater Accra,PMS,Wednesday,0,1,12.809999999999999,11.95,0.86,4042.06000000007,51778.79,3476.17,12.81,13.02,13.07,-0.21,0.0,1,0,0,1,0,1
2025-01-01,2025JanW1,9,LPZ,Greater Accra,AGO,Wednesday,0,1,13.790000000000001,12.82,0.97,2279.7999999999442,31438.44,2211.41,13.28,13.64,13.97,0.15,0.0,1,0,0,1,0,1
2025-01-01,2025JanW1,9,NK1,Eastern,PMS,Wednesday,0,1,14.3,11.95,2.35,7332.540000000037,104855.32,17231.47,12.63,12.96,13.38,1.34,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,NK1,Eastern,AGO,Wednesday,0,1,14.88,12.82,2.06,1364.5900000000838,20305.1,2811.06,13.63,13.73,13.92,1.15,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,NK2,Eastern,PMS,Wednesday,0,1,14.3,11.95,2.35,11082.960000000021,158486.33,26044.96,13.16,13.17,13.41,1.13,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,NK2,Eastern,AGO,Wednesday,0,1,14.88,12.82,2.06,930.8999999999942,13851.79,1917.65,13.22,13.59,13.64,1.29,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,NSK,Eastern,PMS,Wednesday,0,1,14.35,11.95,2.4,1090.530000000028,15649.11,2617.27,12.91,13.1,13.52,1.25,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,NSK,Eastern,AGO,Wednesday,0,1,14.95,12.82,2.13,410.86999999999534,6142.51,875.15,13.36,13.53,13.87,1.42,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,OGB,Eastern,PMS,Wednesday,0,1,14.3,11.95,2.35,4298.179999999993,61463.97,10100.72,12.89,13.07,13.17,1.23,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,OGB,Eastern,AGO,Wednesday,0,1,14.95,12.82,2.13,1405.9200000000128,21018.5,2994.61,13.22,13.37,13.49,1.58,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,OJB,Eastern,PMS,Wednesday,0,1,14.35,11.95,2.4,714.1000000000058,10247.34,1713.84,12.61,12.99,13.14,1.36,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,OJB,Eastern,AGO,Wednesday,0,1,14.95,12.82,2.13,525.2099999999991,7851.89,1118.7,13.42,13.43,13.93,1.52,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,RCC,Eastern,PMS,Wednesday,0,1,14.2,11.95,2.25,7070.330000000016,100398.69,15908.24,12.68,12.97,13.31,1.23,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,RCC,Eastern,AGO,Wednesday,0,1,14.95,12.82,2.13,214.71999999999753,3210.06,457.35,13.56,13.77,13.87,1.18,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,SGA,Eastern,PMS,Wednesday,0,1,14.35,11.95,2.4,684.1300000000047,9817.27,1641.91,12.86,13.17,13.32,1.18,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,SGA,Eastern,AGO,Wednesday,0,1,14.95,12.82,2.13,167.2400000000198,2500.24,356.22,13.6,13.77,13.93,1.18,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,SMN,Eastern,PMS,Wednesday,0,1,14.35,11.95,2.4,1276.4200000000128,18316.63,3063.41,12.87,13.25,13.37,1.1,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,SMN,Eastern,AGO,Wednesday,0,1,14.95,12.82,2.13,1213.210000000021,18137.49,2584.14,13.34,13.63,13.63,1.32,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,TSH,Eastern,PMS,Wednesday,0,1,14.35,11.95,2.4,5519.3299999999,79202.39,13246.39,13.02,13.1,13.55,1.25,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,TSH,Eastern,AGO,Wednesday,0,1,14.95,12.82,2.13,1762.899999999965,26355.35,3754.98,13.61,13.71,13.98,1.24,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,BRK,Eastern,PMS,Wednesday,0,1,12.479999999999999,11.95,0.53,5833.86,72806.57,3091.95,12.88,13.26,13.29,-0.78,0.0,1,0,0,1,1,1
2025-01-01,2025JanW1,9,BRK,Eastern,AGO,Wednesday,0,1,13.690000000000001,12.82,0.87,3371.19,46151.59,2932.94,13.02,13.4,13.73,0.29,0.0,1,0,0,1,1,1
2025-01-01,2025JanW1,9,WKB,Eastern,PMS,Wednesday,0,1,12.839999999999998,11.95,0.89,2961.01,38019.37,2635.3,12.79,12.94,13.02,-0.1,0.0,1,0,0,1,1,1
2025-01-01,2025JanW1,9,WKB,Eastern,AGO,Wednesday,0,1,13.82,12.82,1.0,474.11,6552.2,474.11,13.36,13.52,13.59,0.3,0.0,1,0,0,1,1,1
2025-01-01,2025JanW1,9,WKM,Eastern,PMS,Wednesday,0,1,12.819999999999999,11.95,0.87,3656.0,46869.92,3180.72,13.13,13.24,13.47,-0.42,0.0,1,0,0,1,1,1
2025-01-01,2025JanW1,9,WKM,Eastern,AGO,Wednesday,0,1,13.82,12.82,1.0,445.69,6159.44,445.69,13.33,13.52,13.71,0.3,0.0,1,0,0,1,1,1
2025-01-01,2025JanW1,9,WKP,Eastern,PMS,Wednesday,0,1,12.85,11.95,0.9,2800.45,35985.78,2520.4,12.83,13.11,13.54,-0.26,0.0,1,0,0,1,1,1
2025-01-01,2025JanW1,9,WKP,Eastern,AGO,Wednesday,0,1,13.84,12.82,1.02,436.09,6035.49,444.81,13.47,13.79,14.0,0.05,0.0,1,0,0,1,1,1
2025-01-01,2025JanW1,9,WSB,Eastern,PMS,Wednesday,0,1,15.8,11.95,3.85,3131.06,49470.75,12054.58,12.78,12.95,12.97,2.85,0.0,1,0,0,0,1,1
2025-01-01,2025JanW1,9,WSB,Eastern,AGO,Wednesday,0,1,13.58,12.82,0.76,593.09,8054.16,450.75,13.3,13.67,14.15,-0.09,0.0,1,0,0,1,1,1
2025-01-01,2025JanW1,9,LGN,Eastern,AGO,Wednesday,0,1,13.790000000000001,12.82,0.97,452.53,6240.39,438.95,13.37,13.45,13.56,0.34,0.0,1,0,0,1,1,1
2025-01-01,2025JanW1,9,LGN,Eastern,PMS,Wednesday,0,1,14.99,11.95,3.04,725.83,10880.19,2206.52,12.49,12.86,13.1,2.13,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,NK4,Eastern,PMS,Wednesday,0,1,12.99,11.95,1.04,4354.48,56564.7,4528.66,12.62,13.0,13.08,-0.01,0.0,1,0,0,0,0,1
2025-01-01,2025JanW1,9,NK4,Eastern,AGO,Wednesday,0,1,13.610000000000001,12.82,0.79,3417.99,46518.84,2700.21,13.71,13.76,14.05,-0.15,0.0,1,0,0,1,1,1
2025-01-01,2025JanW1,9,SAJ,Eastern,PMS,Wednesday,0,1,11.95,11.95,0.0,2803.94,33507.08,0.0,13.17,13.23,13.23,-1.28,0.0,1,0,0,1,1,1
2025-01-01,2025JanW1,9,SAJ,Eastern,AGO,Wednesday,0,1,13.729999999999999,12.82,0.91,298.17,4093.87,271.33,13.39,13.67,13.95,0.06,0.0,1,0,0,1,1,1
2025-01-01,2025JanW1,9,BHR,Eastern,PMS,Wednesday,0,1,11.95,11.95,0.0,1211.22,14474.08,0.0,12.94,13.2,13.71,-1.25,0.0,1,0,0,1,1,1
2025-01-01,2025JanW1,9,BHR,Eastern,AGO,Wednesday,0,1,13.729999999999999,12.82,0.91,718.07,9859.1,653.44,13.48,13.71,13.74,0.02,0.0,1,0,0,1,1,1
2025-01-01,2025JanW1,9,NK3,Eastern,PMS,Wednesday,0,1,11.95,11.95,0.0,3621.95,43282.3,0.0,13.24,13.3,13.64,-1.35,0.0,1,0,0,1,1,1
2025-01-01,2025JanW1,9,NK3,Eastern,AGO,Wednesday,0,1,13.610000000000001,12.82,0.79,758.06,10317.2,598.87,13.35,13.52,13.67,0.09,0.0,1,0,0,1,1,1
2025-01-01,2025JanW1,9,ADG,Greater Accra,PMS,Wednesday,0,1,11.95,11.95,0.0,6531.95,78056.8,0.0,13.12,13.24,13.32,-1.29,0.0,1,0,0,1,1,1
2025-01-01,2025JanW1,9,ADG,Greater Accra,AGO,Wednesday,0,1,13.610000000000001,12.82,0.79,756.12,10290.79,597.33,13.55,13.95,14.35,-0.34,0.0,1,0,0,1,1,1
2025-01-02,2025JanW1,9,ABF,Ashanti,AGO,Thursday,0,1,14.95,12.82,2.13,673.35,10066.58,1434.24,13.67,13.94,14.24,1.01,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,ABF,Ashanti,PMS,Thursday,0,1,11.95,11.95,0.0,3972.519999999902,47471.61,0.0,13.34,13.63,13.68,-1.68,0.0,2,0,0,1,0,1
2025-01-02,2025JanW1,9,ABH,Greater Accra,PMS,Thursday,0,1,14.2,11.95,2.25,8758.590000000084,124371.98,19706.83,12.62,12.96,13.32,1.24,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,ABH,Greater Accra,AGO,Thursday,0,1,14.95,12.82,2.13,1752.1199999999662,26194.19,3732.02,13.62,13.77,14.22,1.18,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,ABL,Greater Accra,PMS,Thursday,0,1,14.3,11.95,2.35,8946.270000000019,127931.66,21023.73,12.76,12.82,13.23,1.48,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,ABL,Greater Accra,AGO,Thursday,0,1,14.95,12.82,2.13,1527.7200000000594,22839.41,3254.04,13.51,13.83,14.05,1.12,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,AJF,Ashanti,PMS,Thursday,0,1,14.35,11.95,2.4,11152.19000000009,160033.93,26765.26,12.88,13.27,13.79,1.08,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,AJF,Ashanti,AGO,Thursday,0,1,14.95,12.82,2.13,1201.099999999995,17956.44,2558.34,13.54,13.83,13.91,1.12,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,ANJ,Western,PMS,Thursday,0,1,14.35,11.95,2.4,2584.189999999988,37083.13,6202.06,12.92,13.14,13.53,1.21,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,ANJ,Western,AGO,Thursday,0,1,14.95,12.82,2.13,129.72000000000116,1939.31,276.3,13.11,13.52,13.95,1.43,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,ATB,Bono East,PMS,Thursday,0,1,14.3,11.95,2.35,6428.6700000000055,91929.98,15107.37,13.24,13.3,13.61,1.0,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,ATB,Bono East,AGO,Thursday,0,1,14.95,12.82,2.13,1163.279999999997,17391.04,2477.79,13.65,13.77,13.86,1.18,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,ATW,Ashanti,PMS,Thursday,0,1,14.2,11.95,2.25,2894.9600000000064,41108.43,6513.66,13.17,13.42,13.64,0.78,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,ATW,Ashanti,AGO,Thursday,0,1,14.88,12.82,2.06,3094.379999999989,46044.37,6374.42,13.49,13.91,14.3,0.97,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,BDR,Greater Accra,PMS,Thursday,0,1,14.3,11.95,2.35,7787.770000000015,111365.11,18301.26,12.94,12.99,13.31,1.31,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,BDR,Greater Accra,AGO,Thursday,0,1,14.95,12.82,2.13,1490.5699999999852,22284.02,3174.91,13.57,13.91,14.11,1.04,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,KP5,Greater Accra,PMS,Thursday,0,1,12.409999999999998,11.95,0.46,473.68,5878.37,217.89,12.46,12.81,12.82,-0.4,0.0,2,0,0,1,1,1
2025-01-02,2025JanW1,9,KP5,Greater Accra,AGO,Thursday,0,1,13.64,12.82,0.82,3256.23,44414.98,2670.11,13.74,13.79,13.9,-0.15,0.0,2,0,0,1,1,1
2025-01-02,2025JanW1,9,BKR,Upper East,PMS,Thursday,0,1,14.3,11.95,2.35,12112.359999999986,173206.75,28464.05,13.35,13.47,13.96,0.83,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,BKR,Upper East,AGO,Thursday,0,1,14.95,12.82,2.13,2421.049999999974,36194.7,5156.84,13.41,13.8,13.99,1.15,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,DRB,Bono,PMS,Thursday,0,1,14.3,11.95,2.35,6953.7700000002515,99438.91,16341.36,12.6,12.9,13.13,1.4,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,DRB,Bono,AGO,Thursday,0,1,14.95,12.82,2.13,1393.509999999951,20832.97,2968.18,14.01,14.14,14.63,0.81,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,GBT,Greater Accra,PMS,Thursday,0,1,14.35,11.95,2.4,1796.8500000000058,25784.8,4312.44,12.72,12.93,13.0,1.42,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,GBT,Greater Accra,AGO,Thursday,0,1,14.95,12.82,2.13,907.4100000000035,13565.78,1932.78,13.4,13.71,13.79,1.24,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,GGD,Upper East,PMS,Thursday,0,1,14.55,11.95,2.6,6981.979999999981,101587.81,18153.15,12.9,13.28,13.3,1.27,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,GGD,Upper East,AGO,Thursday,0,1,14.95,12.82,2.13,667.0500000000175,9972.4,1420.82,13.52,13.9,14.31,1.05,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,MKS,Central,PMS,Thursday,0,1,12.77,11.95,0.82,2094.09,26741.53,1717.15,12.65,12.86,13.2,-0.09,0.0,2,0,0,1,1,1
2025-01-02,2025JanW1,9,MKS,Central,AGO,Thursday,0,1,13.82,12.82,1.0,243.46,3364.62,243.46,13.48,13.83,14.17,-0.01,0.0,2,0,0,1,1,1
2025-01-02,2025JanW1,9,TNA,Savannah,PMS,Thursday,0,1,12.98,11.95,1.03,1396.0,18120.08,1437.88,13.01,13.24,13.7,-0.26,0.0,2,0,0,1,1,1
2025-01-02,2025JanW1,9,TNA,Savannah,AGO,Thursday,0,1,13.65,12.82,0.83,1136.57,15514.18,943.35,13.81,13.86,13.97,-0.21,0.0,2,0,0,1,1,1
2025-01-02,2025JanW1,9,LPZ,Greater Accra,PMS,Thursday,0,1,12.809999999999999,11.95,0.86,4144.04,53085.15,3563.87,12.48,12.84,13.11,-0.03,0.0,2,0,0,1,1,1
2025-01-02,2025JanW1,9,LPZ,Greater Accra,AGO,Thursday,0,1,13.790000000000001,12.82,0.97,2643.09,36448.21,2563.8,13.45,13.63,13.75,0.16,0.0,2,0,0,1,1,1
2025-01-02,2025JanW1,9,NK1,Eastern,PMS,Thursday,0,1,14.3,11.95,2.35,9801.060000000056,140155.16,23032.49,12.79,12.93,13.04,1.37,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,NK1,Eastern,AGO,Thursday,0,1,14.88,12.82,2.06,2636.7600000000093,39234.99,5431.73,13.43,13.83,14.11,1.05,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,NK2,Eastern,PMS,Thursday,0,1,14.3,11.95,2.35,14668.659999999916,209761.84,34471.35,12.96,13.02,13.45,1.28,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,NK2,Eastern,AGO,Thursday,0,1,14.88,12.82,2.06,1170.380000000012,17415.25,2410.98,13.02,13.38,13.88,1.5,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,NSK,Eastern,PMS,Thursday,0,1,14.35,11.95,2.4,906.3999999999942,13006.84,2175.36,12.98,13.11,13.47,1.24,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,NSK,Eastern,AGO,Thursday,0,1,14.95,12.82,2.13,280.61000000001513,4195.12,597.7,13.52,13.82,14.29,1.13,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,OGB,Eastern,PMS,Thursday,0,1,14.3,11.95,2.35,4478.669999999984,64044.98,10524.87,12.85,13.04,13.27,1.26,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,OGB,Eastern,AGO,Thursday,0,1,14.95,12.82,2.13,2022.0199999999313,30229.2,4306.9,13.26,13.52,13.76,1.43,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,OJB,Eastern,PMS,Thursday,0,1,14.35,11.95,2.4,1078.9199999999983,15482.5,2589.41,12.96,13.32,13.72,1.03,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,OJB,Eastern,AGO,Thursday,0,1,14.95,12.82,2.13,1956.2700000000186,29246.24,4166.86,13.33,13.71,13.82,1.24,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,RCC,Eastern,PMS,Thursday,0,1,14.2,11.95,2.25,6798.5199999999895,96538.98,15296.67,13.17,13.25,13.76,0.95,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,RCC,Eastern,AGO,Thursday,0,1,14.95,12.82,2.13,487.8600000000006,7293.51,1039.14,13.16,13.33,13.56,1.62,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,SGA,Eastern,PMS,Thursday,0,1,14.35,11.95,2.4,1002.9199999999837,14391.9,2407.01,13.06,13.28,13.55,1.07,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,SGA,Eastern,AGO,Thursday,0,1,14.95,12.82,2.13,285.63999999998487,4270.32,608.41,13.7,13.74,14.22,1.21,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,SMN,Eastern,PMS,Thursday,0,1,14.35,11.95,2.4,1130.820000000007,16227.27,2713.97,12.93,13.3,13.59,1.05,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,SMN,Eastern,AGO,Thursday,0,1,14.95,12.82,2.13,1391.6900000000023,20805.77,2964.3,13.08,13.41,13.69,1.54,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,TSH,Eastern,PMS,Thursday,0,1,14.35,11.95,2.4,6679.550000000105,95851.54,16030.92,12.73,13.04,13.44,1.31,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,TSH,Eastern,AGO,Thursday,0,1,14.95,12.82,2.13,2550.0600000000413,38123.4,5431.63,13.39,13.45,13.67,1.5,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,BRK,Eastern,PMS,Thursday,0,1,12.479999999999999,11.95,0.53,5598.81,69873.15,2967.37,12.87,13.15,13.16,-0.67,0.0,2,0,0,1,1,1
2025-01-02,2025JanW1,9,BRK,Eastern,AGO,Thursday,0,1,13.690000000000001,12.82,0.87,3474.39,47564.4,3022.72,13.51,13.66,13.92,0.03,0.0,2,0,0,1,1,1
2025-01-02,2025JanW1,9,WKB,Eastern,PMS,Thursday,0,1,12.839999999999998,11.95,0.89,3149.15,40435.09,2802.74,13.26,13.3,13.58,-0.46,0.0,2,0,0,1,1,1
2025-01-02,2025JanW1,9,WKB,Eastern,AGO,Thursday,0,1,13.82,12.82,1.0,643.6,8894.55,643.6,13.66,13.78,13.89,0.04,0.0,2,0,0,1,1,1
2025-01-02,2025JanW1,9,WKM,Eastern,PMS,Thursday,0,1,12.819999999999999,11.95,0.87,4399.91,56406.85,3827.92,13.02,13.02,13.23,-0.2,0.0,2,0,0,1,1,1
2025-01-02,2025JanW1,9,WKM,Eastern,AGO,Thursday,0,1,13.82,12.82,1.0,378.39,5229.35,378.39,13.67,13.82,14.02,0.0,0.0,2,0,0,1,1,1
2025-01-02,2025JanW1,9,WKP,Eastern,PMS,Thursday,0,1,12.85,11.95,0.9,3030.5,38941.92,2727.45,12.96,13.2,13.23,-0.35,0.0,2,0,0,1,1,1
2025-01-02,2025JanW1,9,WKP,Eastern,AGO,Thursday,0,1,13.84,12.82,1.02,390.16,5399.81,397.96,13.74,13.77,13.81,0.07,0.0,2,0,0,1,1,1
2025-01-02,2025JanW1,9,WSB,Eastern,PMS,Thursday,0,1,12.85,11.95,0.9,3030.82,38946.04,2727.74,12.57,12.88,13.07,-0.03,0.0,2,0,0,1,1,1
2025-01-02,2025JanW1,9,WSB,Eastern,AGO,Thursday,0,1,13.58,12.82,0.76,538.62,7314.46,409.35,13.58,13.61,13.92,-0.03,0.0,2,0,0,1,1,1
2025-01-02,2025JanW1,9,LGN,Eastern,AGO,Thursday,0,1,13.790000000000001,12.82,0.97,663.45,9148.98,643.55,13.35,13.46,13.57,0.33,0.0,2,0,0,1,1,1
2025-01-02,2025JanW1,9,LGN,Eastern,PMS,Thursday,0,1,14.99,11.95,3.04,528.65,7924.46,1607.1,12.68,13.07,13.53,1.92,0.0,2,0,0,0,0,1
2025-01-02,2025JanW1,9,NK4,Eastern,PMS,Thursday,0,1,12.99,11.95,1.04,3681.63,47824.37,3828.9,13.21,13.32,13.65,-0.33,0.0,2,0,0,0,0,1
